Centro,Meta_ID,Indicador,Numerador,Denominador,Cumplimiento,Meta_Fijada,Meta_Nacional
121305,Meta 1,DSM,0,0,0,90.0,90.0
121306,Meta 1,DSM,0,0,0,90.0,90.0
121307,Meta 1,DSM,0,0,0,90.0,90.0
121309,Meta 1,DSM,0,0,0,90.0,90.0
121347,Meta 1,DSM,0,0,0,90.0,90.0
121350,Meta 1,DSM,0,0,0,90.0,90.0
121352,Meta 1,DSM,0,0,0,90.0,90.0
121780,Meta 1,DSM,0,0,0,90.0,90.0
121782,Meta 1,DSM,0,0,0,90.0,90.0
121788,Meta 1,DSM,0,0,0,90.0,90.0
200183,Meta 1,DSM,0,0,0,90.0,90.0
